ville,date_extraction,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,description,latitude,longitude
New York,2025-07-04,19.94,16.99,21.09,75,1015,4.12,310,0,clear sky,40.7143,-74.006
