ville,date_extraction,date_observation,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,description,latitude,longitude
London,2025-07-02,2021-01-01,2.0,-0.5,5.0,91.0,1011.4,10.1,303.6,0.002,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-02,3.7,1.5,5.1,82.5,1015.8,11.9,345.5,0.603,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-03,3.8,1.1,6.0,86.0,1017.4,16.9,32.4,1.985,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-04,4.2,3.5,5.6,81.4,1019.2,25.8,37.1,0.21,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-05,3.7,2.5,4.6,82.4,1019.9,21.2,27.2,0.994,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-06,4.0,2.0,5.6,83.0,1019.4,17.5,24.2,0.435,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-07,1.0,-1.0,3.1,87.5,1018.4,12.6,294.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-01-08,0.6,-1.0,2.5,90.4,1018.5,11.1,48.6,0.0,Overcast,51.5064,-0.12721
London,2025-07-02,2021-01-09,1.1,-1.2,4.5,89.3,1026.2,9.8,352.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-01-10,1.0,-1.7,3.6,92.8,1025.9,11.3,264.1,0.0,Overcast,51.5064,-0.12721
London,2025-07-02,2021-01-11,6.7,3.6,9.0,83.9,1017.8,33.2,253.0,0.0,Overcast,51.5064,-0.12721
London,2025-07-02,2021-01-12,6.8,2.5,9.5,85.9,1014.0,27.7,289.4,7.99,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-13,6.1,1.1,9.6,95.2,1018.3,19.0,256.4,1.995,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-14,5.0,2.6,9.1,94.3,1016.5,16.0,41.3,27.515,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-15,2.4,1.1,4.1,86.3,1029.6,13.2,357.5,0.398,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-16,4.9,1.6,7.2,87.8,1020.0,22.4,214.3,5.017,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-17,5.7,3.1,8.0,78.3,1023.4,19.6,287.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-01-18,5.3,2.5,8.6,88.3,1021.2,24.9,223.8,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-19,10.6,9.1,11.6,85.6,1004.1,31.7,227.4,0.009,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-20,10.2,9.3,10.6,86.8,987.5,34.8,202.2,0.434,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-21,6.6,4.3,8.8,74.7,984.6,39.4,241.7,3.018,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-22,4.0,0.5,7.1,82.9,992.1,16.2,247.8,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-23,2.1,-0.2,4.5,86.5,995.5,15.3,289.7,0.599,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-24,0.6,-2.0,2.0,91.0,996.9,13.9,328.4,2.993,"Snow, Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-25,1.7,-1.2,5.1,78.2,1009.5,17.6,292.5,0.201,Rain,51.5064,-0.12721
London,2025-07-02,2021-01-26,3.0,-0.5,6.6,89.5,1015.8,21.9,205.7,0.602,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-27,8.3,6.6,9.6,95.3,1011.0,12.2,244.1,1.201,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-28,10.9,8.6,13.0,89.7,1001.5,29.8,242.5,18.561,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-29,9.5,7.2,11.1,84.9,998.3,28.9,262.1,11.984,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-01-30,5.4,3.6,8.0,88.9,997.7,28.1,80.5,12.601,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-01-31,3.1,1.6,4.1,80.5,997.8,19.8,75.7,1.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-01,4.1,3.6,4.6,88.3,996.8,11.6,19.2,0.4,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-02-02,9.2,4.0,13.1,87.4,994.6,24.3,208.6,5.589,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-03,8.6,6.1,10.5,81.9,996.5,23.0,247.8,1.008,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-04,7.0,4.0,9.1,92.7,1008.2,15.0,155.2,3.994,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-05,8.3,6.5,11.1,85.4,1008.1,15.7,195.8,7.984,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-06,6.8,5.0,8.1,88.7,1006.6,18.6,27.5,2.192,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-07,1.8,-0.5,4.5,82.8,1004.1,26.7,29.8,7.783,"Snow, Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-08,-0.8,-1.5,-0.2,79.4,1003.5,26.6,41.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-09,-0.1,-1.0,0.6,78.6,1006.8,22.7,71.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-10,0.3,-1.7,2.0,69.0,1015.8,17.8,47.9,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-11,-0.9,-2.9,0.3,74.9,1027.0,26.3,97.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-12,-0.5,-1.4,1.0,62.9,1030.5,36.0,91.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-13,-0.9,-4.0,1.6,56.4,1032.4,24.6,123.5,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-14,2.9,1.1,4.6,59.9,1025.6,24.5,159.0,0.598,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-15,8.7,4.6,12.6,87.5,1018.1,20.5,199.1,3.003,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-16,9.5,7.6,10.5,85.4,1009.9,23.7,208.8,1.207,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-17,9.9,7.6,11.5,85.2,1009.8,27.7,207.4,0.407,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-18,8.9,6.0,11.1,73.0,1003.7,27.4,213.1,1.011,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-19,8.8,5.5,12.0,79.7,1008.1,27.2,183.3,0.3,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-20,13.4,11.6,15.5,63.3,1003.3,24.1,182.0,0.3,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-21,12.0,10.5,14.1,74.8,1008.3,20.1,179.5,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-22,9.9,8.1,11.5,86.3,1014.7,13.0,209.7,0.799,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-23,10.7,6.1,14.0,74.2,1022.9,34.0,200.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-24,13.3,11.5,16.0,67.4,1022.3,26.1,198.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-02-25,10.7,8.0,13.0,71.2,1026.6,21.2,265.0,0.198,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-02-26,7.2,1.6,12.6,68.3,1037.1,12.3,314.1,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-02-27,7.0,2.0,13.0,76.0,1040.8,10.7,56.6,0.001,Rain,51.5064,-0.12721
London,2025-07-02,2021-02-28,6.3,4.0,10.0,82.4,1037.0,16.0,65.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-01,6.4,4.6,10.1,82.5,1031.8,18.1,73.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-02,5.8,4.5,9.0,84.6,1029.8,11.9,53.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-03,5.9,4.1,8.1,93.1,1027.5,8.4,77.7,8.961,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-03-04,5.4,4.5,6.2,84.2,1024.9,14.8,28.8,2.0,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-03-05,4.8,2.5,6.5,63.4,1031.6,19.7,47.2,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-06,4.5,3.0,6.1,68.5,1033.6,14.6,58.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-07,3.9,1.6,6.6,60.6,1027.5,10.3,23.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-08,5.2,0.0,10.0,70.4,1023.7,11.2,257.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-09,7.8,3.1,13.6,64.6,1020.0,20.1,261.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-10,8.1,6.6,11.1,84.0,1007.4,32.9,210.1,1.006,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-03-11,9.9,6.0,12.1,66.5,996.3,44.2,248.3,0.632,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-12,7.7,5.0,11.1,72.7,1002.1,35.2,240.4,2.003,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-13,7.2,4.6,10.6,68.0,995.7,41.0,261.1,4.8,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-14,8.0,5.1,10.6,73.3,1012.9,27.1,278.0,0.202,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-15,9.6,8.1,11.0,71.3,1020.3,21.6,318.5,0.8,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-16,10.1,7.5,14.5,74.6,1027.4,23.5,328.6,0.2,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-17,7.8,4.5,10.1,72.9,1033.0,16.3,352.2,1.994,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-18,7.9,5.5,9.6,80.1,1028.7,25.1,352.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-19,8.2,6.1,11.1,68.7,1028.0,20.2,40.0,0.402,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-20,8.1,5.1,10.6,75.2,1031.0,14.9,317.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-21,8.8,5.5,11.0,69.0,1028.6,18.7,14.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-22,9.5,6.1,14.5,66.2,1026.4,12.9,271.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-23,8.3,4.1,13.5,73.2,1024.2,22.3,230.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-24,8.9,4.0,13.0,79.1,1020.9,19.9,224.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-25,8.9,4.1,12.0,82.3,1018.4,26.2,222.2,1.986,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-26,9.3,5.6,12.6,78.2,1010.8,33.8,220.4,3.003,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-27,7.8,3.6,11.6,67.4,1020.5,30.2,248.5,0.599,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-03-28,10.7,9.1,12.1,74.0,1022.8,33.5,226.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-29,13.0,8.2,20.1,66.6,1026.5,24.8,227.9,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-03-30,13.4,4.6,24.1,61.2,1027.5,13.8,195.1,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-03-31,14.4,8.1,20.6,64.2,1020.5,11.1,183.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-01,11.1,7.0,14.6,71.6,1024.2,22.7,51.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-02,7.4,5.6,10.5,62.7,1030.0,22.8,46.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-03,7.6,6.1,9.6,63.3,1031.9,20.7,36.5,0.0,Overcast,51.5064,-0.12721
London,2025-07-02,2021-04-04,9.2,5.0,15.1,60.4,1025.9,17.3,284.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-05,6.9,4.1,9.6,50.7,1018.2,27.2,333.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-06,4.0,1.1,7.6,52.4,1020.5,23.4,320.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-07,3.6,-1.0,7.1,59.9,1023.6,21.8,295.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-08,7.8,3.6,12.1,59.1,1021.6,23.9,236.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-09,9.3,5.6,14.5,66.1,1013.5,17.0,254.0,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-10,7.0,5.1,8.1,67.5,1013.1,19.4,60.4,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-11,5.1,2.5,8.5,61.1,1019.0,18.3,0.6,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-12,5.1,1.0,10.5,61.5,1028.5,12.9,295.6,0.009,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-13,6.4,0.1,12.1,61.9,1032.5,16.1,241.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-14,8.3,5.6,12.0,54.9,1032.6,16.5,54.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-15,6.5,3.0,9.1,65.6,1033.1,18.4,49.3,0.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-16,6.9,3.0,11.1,62.4,1031.1,13.1,47.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-17,8.2,3.1,13.1,51.1,1029.0,16.1,57.6,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-18,9.3,2.0,15.1,50.3,1025.1,11.3,73.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-19,10.5,4.1,16.6,63.6,1021.3,14.5,123.1,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-20,11.3,5.6,16.0,67.0,1017.9,13.7,77.5,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-21,10.0,7.0,13.6,71.3,1020.9,22.0,71.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-22,8.5,4.0,13.6,60.6,1026.9,20.1,82.8,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-23,9.5,4.1,15.2,61.6,1028.5,21.1,91.8,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-24,10.7,5.5,16.6,58.5,1027.4,23.2,81.1,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-04-25,8.9,5.5,13.6,64.4,1028.0,25.5,69.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-26,8.1,5.6,13.1,58.0,1021.6,20.2,65.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-27,9.8,2.1,16.5,57.2,1010.4,15.2,95.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-04-28,9.2,6.6,12.5,62.7,1006.2,22.2,52.3,2.0,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-29,8.3,4.6,11.6,57.5,1011.1,16.8,356.9,0.019,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-04-30,8.3,4.6,12.5,61.3,1015.0,14.5,342.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-01,8.6,4.5,13.1,63.1,1016.3,15.6,12.8,0.198,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-02,9.3,4.1,14.6,61.8,1020.3,16.4,253.8,0.204,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-03,9.7,6.0,13.6,68.2,1013.1,40.7,220.4,0.402,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-04,10.3,7.1,13.6,63.7,999.6,41.9,268.3,5.017,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-05,7.5,4.5,12.5,69.3,1008.6,23.0,277.1,3.201,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-06,7.5,2.6,13.0,67.3,1007.2,19.8,289.0,0.806,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-07,9.8,4.6,13.6,51.3,1015.1,19.4,266.1,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-08,12.1,7.5,16.1,73.8,1005.8,36.9,202.6,5.019,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-09,16.3,12.6,20.6,69.7,997.2,27.5,203.5,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-10,13.6,10.6,16.6,69.6,1000.0,35.1,212.5,0.803,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-11,12.8,8.0,17.6,66.7,1007.0,26.7,193.2,0.002,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-12,12.9,9.1,17.1,61.9,1008.5,20.3,201.9,0.002,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-13,11.6,9.6,13.0,80.4,1006.0,17.8,99.9,2.213,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-14,10.1,8.6,11.8,80.1,1008.9,14.7,35.2,0.405,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-15,10.2,7.9,13.1,86.3,1001.1,14.9,181.2,3.51,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-16,10.5,7.6,13.3,88.0,997.9,18.3,212.4,6.13,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-17,11.4,10.0,15.5,86.2,1004.6,21.1,286.6,11.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-18,11.0,7.0,16.1,83.2,1013.1,22.8,244.4,5.784,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-19,12.3,9.1,17.1,70.7,1017.3,18.7,296.1,2.997,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-20,11.2,7.1,14.0,77.0,1013.4,36.6,207.1,0.597,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-21,11.8,10.6,13.1,75.1,997.0,40.5,230.5,0.606,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-22,10.7,8.0,14.0,81.2,1002.6,24.6,271.5,7.174,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-23,10.1,5.5,13.1,76.3,1008.2,29.3,207.6,1.596,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-24,10.3,7.6,13.5,83.2,1003.0,23.5,221.3,6.063,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-25,10.9,7.0,16.1,74.7,1013.3,24.7,264.7,3.986,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-26,11.4,6.5,16.1,72.9,1014.6,18.6,304.6,0.397,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-27,14.5,7.6,20.1,67.1,1019.9,12.3,266.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-28,14.9,10.1,19.5,70.1,1023.1,10.4,125.2,0.598,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-05-29,16.2,12.6,21.0,61.9,1026.4,18.9,76.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-30,13.2,9.6,20.0,74.6,1027.5,17.9,75.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-05-31,16.0,10.1,24.0,66.8,1021.4,17.6,83.9,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-01,18.8,12.1,24.6,55.2,1015.1,22.3,89.5,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-06-02,20.1,13.0,26.8,53.5,1012.6,19.3,104.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-03,20.2,17.6,24.0,67.1,1018.1,16.4,246.4,0.004,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-04,15.3,14.1,17.0,82.1,1022.6,11.7,344.6,9.988,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-05,17.9,13.1,23.6,65.5,1024.1,13.4,285.6,0.397,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-06,18.3,13.1,23.1,69.5,1024.4,11.4,242.8,0.002,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-07,19.0,14.6,23.0,68.2,1023.8,15.6,208.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-08,19.0,13.0,24.1,64.3,1023.1,14.4,240.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-09,19.7,12.6,25.6,57.8,1021.6,19.4,240.9,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-06-10,19.6,15.6,23.6,75.2,1020.8,18.1,229.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-11,19.8,16.8,24.1,73.6,1019.8,22.4,245.5,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-12,19.6,15.0,24.0,60.9,1023.1,16.8,305.7,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-13,21.3,14.6,27.6,60.2,1026.0,16.8,211.8,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-06-14,22.0,16.1,28.1,58.9,1020.8,12.8,293.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-15,19.9,15.5,25.6,57.4,1020.6,15.8,61.2,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-16,21.8,15.1,28.1,64.6,1012.2,16.5,208.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-17,19.2,16.6,21.5,87.5,1010.4,13.3,15.2,8.405,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-18,14.9,12.6,16.6,94.6,1013.0,17.4,20.0,31.974,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-06-19,14.1,12.5,16.0,85.0,1014.0,13.9,46.2,3.003,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-06-20,15.1,13.1,18.1,87.2,1008.8,18.3,49.9,0.797,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-06-21,13.4,12.1,14.5,83.6,1012.3,20.1,45.2,4.007,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-22,14.1,12.0,16.5,65.8,1020.0,22.5,33.2,0.201,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-23,15.5,9.6,21.1,60.8,1023.3,12.2,13.8,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-24,16.5,10.0,21.5,73.5,1021.5,14.3,277.2,0.198,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-25,17.8,14.1,21.5,69.6,1016.3,14.5,263.8,0.201,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-26,17.9,14.6,21.2,69.7,1017.3,17.3,90.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-06-27,17.7,16.0,20.5,84.5,1015.5,19.7,54.2,0.003,"Rain, Overcast",51.5064,-0.12721
London,2025-07-02,2021-06-28,17.4,15.6,21.0,90.3,1014.2,14.9,39.3,24.545,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-29,16.2,15.0,19.0,81.8,1015.1,17.7,22.7,2.001,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-06-30,15.5,14.0,17.1,73.6,1017.2,12.8,347.8,0.0,Overcast,51.5064,-0.12721
London,2025-07-02,2021-07-01,17.6,13.6,21.6,67.2,1017.7,10.1,337.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-02,19.5,15.1,23.6,69.9,1016.0,14.9,225.6,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-03,18.5,16.5,20.6,78.2,1012.0,19.2,205.2,0.416,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-04,17.7,15.0,20.6,80.3,1007.7,24.0,202.1,3.211,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-05,16.6,14.1,20.6,76.3,1004.9,23.4,205.9,2.982,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-06,15.3,13.6,18.6,84.5,999.6,29.9,219.5,15.006,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-07,16.8,13.5,20.0,77.4,1011.3,24.9,213.2,0.199,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-08,17.7,14.6,21.1,75.5,1019.3,15.9,216.7,5.366,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-09,19.0,15.6,23.6,72.1,1020.6,17.5,231.0,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-10,16.3,14.1,18.1,73.7,1016.7,11.0,244.8,0.004,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-11,16.9,13.0,21.1,78.1,1015.3,15.6,202.3,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-12,16.8,14.1,21.5,87.4,1011.2,11.2,52.0,4.987,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-13,18.9,16.1,23.1,77.7,1014.4,17.8,355.5,2.984,"Rain, Partially cloudy",51.5064,-0.12721
London,2025-07-02,2021-07-14,19.7,15.1,24.6,70.3,1017.8,19.7,329.9,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-15,18.7,15.5,21.1,71.4,1022.1,17.2,0.4,0.0,Partially cloudy,51.5064,-0.12721
London,2025-07-02,2021-07-16,19.4,12.5,26.1,64.4,1026.5,19.2,23.5,0.0,Clear,51.5064,-0.12721
London,2025-07-02,2021-07-17,22.0,16.1,28.0,60.5,1027.9,13.1,49.1,0.0,Clear,51.5064,-0.12721
